fdc_id,name,category,food_group,source,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron,meal_type
INT389,بامية مسلوقة,خضروات,خضار,قياسي,33,1.9,7.5,0.2,3.2,1.5,7,82,0.6,غداء، عشاء
INT390,قرع أحمر مشوي,خضروات,خضار,قياسي,45,1.2,10.5,0.5,1.5,4.5,5,25,0.8,غداء، عشاء
INT391,كرفس مطهو,خضروات,خضار,قياسي,18,0.8,4.0,0.2,1.7,1.8,135,42,0.2,غداء، عشاء
INT392,جزر مسلوق,خضروات,خضار,قياسي,35,0.8,8.2,0.2,3.0,3.5,58,30,0.3,غداء، عشاء
INT393,لفت مسلوق,خضروات,خضار,قياسي,22,0.7,5.1,0.1,2.0,3.0,16,30,0.3,غداء، عشاء
INT394,فجل مطهو,خضروات,خضار,قياسي,20,0.8,4.2,0.1,1.8,2.5,25,25,0.4,غداء، عشاء
INT395,هليون مسلوق,خضروات,خضار,قياسي,20,2.2,3.7,0.1,2.1,1.9,2,24,2.1,غداء، عشاء
INT396,سبانخ بالثوم والليمون,خضروات,خضار,قياسي,45,3.5,4.5,2.5,2.8,0.5,120,130,3.5,غداء، عشاء
INT397,كوسا بالفرن (بدون زيت),خضروات,خضار,قياسي,25,1.2,4.5,0.5,1.2,2.5,10,20,0.4,غداء، عشاء
INT398,بروكلي بالبخار,خضروات,خضار,قياسي,35,2.4,6.6,0.4,2.6,1.7,33,47,0.7,غداء، عشاء
INT399,فاصوليا خضراء سوتيه,خضروات,خضار,قياسي,55,2.0,8.2,2.5,3.4,3.1,150,40,1.1,غداء، عشاء
INT400,بصل مشوي,خضروات,خضار,قياسي,44,1.2,10.1,0.1,1.7,4.3,4,23,0.2,غداء، عشاء
INT401,فلفل حلو مشوي,خضروات,خضار,قياسي,35,1.0,8.2,0.5,2.1,4.5,5,10,0.4,غداء، عشاء
INT402,عش الغراب (مشروم) مسلوق,خضروات,خضار,قياسي,28,2.2,5.3,0.5,2.2,1.5,5,3,0.4,فطور، غداء، عشاء
INT403,ثوم مشوي,خضروات,خضار,قياسي,149,6.4,33.1,0.5,2.1,1.0,17,181,1.7,غداء، عشاء
INT404,يقطين (قرع) مسلوق,خضروات,خضار,قياسي,20,0.7,4.9,0.1,0.5,2.1,1,15,0.6,غداء، عشاء
INT405,بطاطا حلوة مسلوقة,خضروات,نشويات,قياسي,76,1.6,17.7,0.1,2.5,5.7,27,27,0.5,فطور، غداء، سناك
INT406,جبنة قريش (منزوعة الدسم),ألبان,ألبان,قياسي,72,12.4,2.7,1.0,0.0,2.7,405,61,0.1,فطور، عشاء
INT407,زبادي طبيعي (بدون دسم),ألبان,ألبان,قياسي,56,5.7,7.7,0.2,0.0,7.7,77,199,0.1,فطور، عشاء، سناك
INT408,حليب ماعز,ألبان,ألبان,قياسي,69,3.6,4.5,4.1,0.0,4.5,50,134,0.1,فطور، عشاء
INT409,حليب غنم,ألبان,ألبان,قياسي,108,6.0,5.4,7.0,0.0,5.4,44,193,0.1,فطور، عشاء
INT410,لبن خض (طبيعي),ألبان,ألبان,وصفة تقديرية,40,3.3,4.8,0.9,0.0,4.8,105,110,0.1,فطور، غداء، عشاء
INT411,قريشة (جبنة ليبية),ألبان,ألبان,وصفة تقديرية,120,15.0,3.5,5.0,0.0,3.0,380,150,0.2,فطور، عشاء
INT412,بيض سمان مسلوق,بيض,بروتين,قياسي,158,13.1,0.4,11.1,0.0,0.4,141,64,3.7,فطور
INT413,بيض نعام مطهو,بيض,بروتين,قياسي,145,12.5,0.7,10.0,0.0,0.7,150,55,1.5,فطور
INT414,شيا بودينغ (بحليب اللوز),حلويات,دهون,وصفة تقديرية,95,3.5,12.0,4.5,8.5,4.5,40,150,1.8,فطور، حلوى
INT415,مكسرات مشكلة (بدون ملح),مكسرات,دهون,قياسي,607,18.0,21.0,54.0,7.5,4.2,10,120,3.2,سناك
INT416,بندق مشوي,مكسرات,دهون,قياسي,646,15.0,17.6,62.4,9.4,4.9,0,114,4.5,سناك
INT417,جوز البرازيل,مكسرات,دهون,قياسي,656,14.3,12.3,66.4,7.5,2.3,3,160,2.4,سناك
INT418,بذور دوار الشمس (بدون ملح),مكسرات,دهون,قياسي,584,20.8,20.0,51.5,8.6,2.6,9,78,5.3,سناك
INT419,بذور اليقطين مشوية,مكسرات,دهون,قياسي,574,29.8,14.7,49.1,6.5,1.3,7,52,8.1,سناك
INT420,توت أزرق (بلوبيري),فواكه,فواكه,قياسي,57,0.7,14.5,0.3,2.4,10.0,1,6,0.3,سناك
INT421,توت العليق (رازبيري),فواكه,فواكه,قياسي,52,1.2,11.9,0.7,6.5,4.4,1,25,0.7,سناك
INT422,شهد (شمام),فواكه,فواكه,قياسي,34,0.8,8.2,0.2,0.9,7.9,16,9,0.2,سناك
INT423,بخارة (برقوق),فواكه,فواكه,قياسي,46,0.7,11.4,0.3,1.4,9.9,0,6,0.2,سناك
INT424,نكترين,فواكه,فواكه,قياسي,44,1.1,10.6,0.3,1.7,7.9,0,6,0.3,سناك
INT425,كاكا (خرما),فواكه,فواكه,قياسي,70,0.6,18.6,0.2,3.6,12.5,1,8,0.2,سناك
INT426,تين شوكي (هندي),فواكه,فواكه,قياسي,41,0.7,9.6,0.5,3.6,0.0,5,56,0.3,سناك
INT427,بابايا,فواكه,فواكه,قياسي,43,0.5,10.8,0.3,1.7,7.8,8,20,0.3,سناك
INT428,أكي (فواكه استوائية),فواكه,فواكه,قياسي,70,2.0,15.0,5.0,4.0,1.0,10,20,0.5,سناك
INT429,جوز هند (لحم طازج),مكسرات,دهون,قياسي,354,3.3,15.2,33.5,9.0,6.2,20,14,2.4,سناك
INT430,دوم (ثمار),فواكه,نشويات,وصفة تقديرية,150,2.5,35.0,1.0,12.0,15.0,15,50,2.5,سناك
INT431,نبق (سدر),فواكه,نشويات,وصفة تقديرية,105,1.2,25.0,0.5,5.0,18.0,5,30,1.2,سناك
INT432,فشار محضر بالبخار,سناكس,نشويات,قياسي,387,12.9,77.8,5.0,14.5,0.9,8,7,3.2,سناك
INT433,أعشاب بحرية (نوري),خضروات,خضار,قياسي,35,5.8,5.1,0.3,0.3,0.5,48,70,2.0,سناك، غداء
INT434,سلطة ذرة وبقوليات,سلطات,نشويات,وصفة تقديرية,120,5.5,18.5,2.5,5.2,3.5,150,30,1.8,غداء، عشاء
INT435,شوربة قرع عسل (لايت),شوربات,خضار,وصفة تقديرية,45,1.1,8.5,1.2,1.5,3.2,210,25,0.6,عشاء
INT436,يخنة خضار مشكلة,يخنات,خضار,قياسي,55,2.0,9.0,1.5,2.8,3.5,180,35,1.1,غداء، عشاء
INT437,يخنة فطر (مشروم),يخنات,خضار,وصفة تقديرية,45,3.2,5.5,1.8,1.5,1.2,220,10,0.8,غداء، عشاء
INT438,يخنة سبانخ بالليمون,يخنات,خضار,وصفة تقديرية,50,4.0,5.5,2.1,3.2,0.8,190,110,3.2,غداء، عشاء
INT439,شوربة عظام (Bone Broth),شوربات,بروتين,قياسي,15,2.5,0.2,0.5,0.0,0.0,250,15,0.3,فطور، غداء، عشاء
INT440,شاي أعشاب (مرمية/زعتر),مشروبات,خضار,قياسي,1,0.0,0.2,0.0,0.0,0.0,2,5,0.1,سناك، فطور
INT441,عصير شمندر وجزر,مشروبات,خضار,وصفة تقديرية,45,1.1,9.5,0.2,1.8,7.0,55,25,0.8,سناك، فطور
INT442,عصير خضار مشكل (V8),مشروبات,خضار,قياسي,22,1.0,4.5,0.1,0.8,3.5,250,20,0.4,سناك
INT443,كابتشينو بحليب الصويا,مشروبات,ألبان,وصفة تقديرية,45,3.2,4.0,1.8,0.5,3.5,35,80,0.5,فطور، سناك
INT444,لاتيه بحليب اللوز,مشروبات,ألبان,وصفة تقديرية,35,1.5,3.0,2.1,0.4,2.5,45,120,0.3,فطور، سناك
INT445,قهوة مثلجة (بدون سكر),مشروبات,خضار,قياسي,2,0.1,0.4,0.0,0.0,0.0,5,5,0.1,سناك
INT446,مياه منكهة بالفواكه,مشروبات,خضار,قياسي,2,0.0,0.5,0.0,0.0,0.4,5,2,0.0,سناك
INT447,جيلي فواكه طبيعي,حلويات,حلويات,وصفة تقديرية,55,1.2,12.5,0.0,0.5,11.5,25,10,0.1,حلوى، سناك
INT448,سمبوسة فرن (خضار),مقبلات,خضار,وصفة تقديرية,150,4.5,22.0,4.5,2.5,1.8,320,25,1.2,سناك، غداء
INT449,سمبوسة فرن (دجاج),مقبلات,بروتين,وصفة تقديرية,170,9.5,20.0,5.5,1.5,1.2,350,20,1.4,سناك، غداء
INT450,أرز بسمتي بالزعفران,أطباق أرز,نشويات,وصفة تقديرية,135,3.2,28.5,0.8,0.6,0.1,120,15,0.4,غداء
