fdc_id,name,category,food_group,meal_type,source,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron,protein_pct,carbs_pct,fat_pct,protein_density,calorie_level,health_score,is_high_protein,diabetic_friendly,low_sodium
LBY074,طبيخة فاصوليا بيضاء,يخنات,بروتين,غداء,وصفة تقديرية,135,9.2,16.5,4.5,6.2,1.2,340,55,3.1,27.3,48.9,30.0,6.81,متوسط,65.5,False,True,False
LBY077,طبيخة كرسفي (لفت),يخنات,خضار,غداء,وصفة تقديرية,75,3.8,10.2,2.8,3.2,2.4,260,45,1.1,20.3,54.4,33.6,5.07,منخفض,49.6,False,True,False
INT265,طحينة سائلة,زيوت,دهون,فطور، سناك,قياسي,595,17.0,21.0,53.0,9.0,0.5,115,420,9.0,11.4,14.1,80.2,2.86,عالي جداً,72.3,True,True,True
INT113,طماطم (طازجة),خضروات,خضار,فطور، غداء، عشاء,قياسي,18,0.9,3.9,0.2,1.2,2.6,5,10,0.3,20.0,86.7,10.0,5.0,منخفض,34.8,False,True,True
LBY040,عبنبر (حلويات لوز),حلويات,حلويات,حلوى، سناك,وصفة تقديرية,450,12.0,42.0,28.0,3.5,38.0,45,85,2.1,10.7,37.3,56.0,2.67,عالي جداً,42.7,False,False,True
LBY073,عجين ليبى (بالمرق),أطباق تقليدية,نشويات,غداء,وصفة تقديرية,160,4.8,32.0,2.1,3.5,1.1,220,18,1.4,12.0,80.0,11.8,3.0,متوسط,55.9,False,False,False
INT205,عجينة بيتزا,مخبوزات,نشويات,غداء، عشاء,قياسي,266,8.0,50.0,3.5,2.3,3.5,550,20,2.5,12.0,75.2,11.8,3.01,مرتفع,52.8,False,False,False
INT133,عدس أصفر مطبوخ,بقوليات,بروتين,غداء، عشاء,قياسي,116,9.0,20.1,0.4,7.9,1.8,2,19,3.3,31.0,69.3,3.1,7.76,متوسط,69.2,False,True,True
INT222,عسل نحل طبيعي,سكريات,حلويات,فطور، سناك,قياسي,304,0.3,82.4,0.0,0.2,82.1,4,6,0.4,0.4,100.0,0.0,0.1,مرتفع,6.1,False,False,True
INT402,عش الغراب (مشروم) مسلوق,خضروات,خضار,فطور، غداء، عشاء,قياسي,28,2.2,5.3,0.5,2.2,1.5,5,3,0.4,31.4,75.7,16.1,7.86,منخفض,46.2,False,True,True
LBY009,عصبان ليبي,أطباق لحوم,بروتين,غداء,وصفة تقديرية,238,16.8,5.1,17.3,1.2,0.8,510,45,4.9,28.2,8.6,65.4,7.06,متوسط,59.2,True,True,False
LBY005,عصيدة ليبية,حلويات/فطور,نشويات,فطور، حلوى,وصفة تقديرية,197,3.6,42.1,2.4,1.1,16.8,38,11,0.6,7.3,85.5,11.0,1.83,متوسط,32.8,False,False,True
INT245,عصير برتقال طبيعي,مشروبات,فواكه,فطور، سناك,قياسي,45,0.7,10.4,0.2,0.2,8.4,1,11,0.2,6.2,92.4,4.0,1.56,منخفض,21.9,False,False,True
INT246,عصير تفاح,مشروبات,فواكه,سناك,قياسي,46,0.1,11.3,0.1,0.2,9.6,4,8,0.1,0.9,98.3,2.0,0.22,منخفض,16.2,False,False,True
INT442,عصير خضار مشكل (V8),مشروبات,خضار,سناك,قياسي,22,1.0,4.5,0.1,0.8,3.5,250,20,0.4,18.2,81.8,4.1,4.55,منخفض,32.3,False,True,False
LBY060,عصير روينة,مشروبات,نشويات,سناك,وصفة تقديرية,120,2.5,24.0,1.5,2.1,14.0,15,35,0.8,8.3,80.0,11.2,2.08,متوسط,35.1,False,False,True
INT441,عصير شمندر وجزر,مشروبات,خضار,سناك، فطور,وصفة تقديرية,45,1.1,9.5,0.2,1.8,7.0,55,25,0.8,9.8,84.4,4.0,2.44,منخفض,33.5,False,False,True
INT253,عصير كوكتيل فواكه,مشروبات,فواكه,سناك,قياسي,55,0.4,13.5,0.2,0.6,12.0,5,15,0.3,2.9,98.2,3.3,0.73,منخفض,20.4,False,False,True
INT247,عصير ليمون بالنعناع,مشروبات,فواكه,سناك,وصفة تقديرية,40,0.4,10.5,0.1,0.5,9.5,5,12,0.2,4.0,100.0,2.2,1.0,منخفض,21.2,False,False,True
INT252,عصير مانجو,مشروبات,فواكه,سناك,قياسي,60,0.5,15.0,0.2,0.5,13.5,2,10,0.2,3.3,100.0,3.0,0.83,منخفض,19.9,False,False,True
INT148,عنب طازج,فواكه,فواكه,سناك,قياسي,69,0.7,18.1,0.2,0.9,15.5,2,10,0.4,4.1,100.0,2.6,1.01,منخفض,22.9,False,False,True
LBY038,غريبة بالحلقوم,حلويات,حلويات,حلوى,وصفة تقديرية,460,4.2,65.0,22.0,1.0,35.0,90,12,0.7,3.7,56.5,43.0,0.91,عالي جداً,25.0,False,False,True
LBY023,غريبة ليبية,حلويات,حلويات,حلوى، سناك,وصفة تقديرية,485,4.8,58.2,26.5,1.2,24.5,85,15,0.8,4.0,48.0,49.2,0.99,عالي جداً,28.9,False,False,True
LBY037,غريبة ليبية (سادة),حلويات,حلويات,حلوى، سناك,وصفة تقديرية,485,4.8,58.2,26.5,1.2,24.5,85,15,0.8,4.0,48.0,49.2,0.99,عالي جداً,28.9,False,False,True
INT134,فاصوليا بيضاء مطبوخة,بقوليات,بروتين,غداء,قياسي,139,9.7,25.1,0.4,11.0,0.3,5,63,3.7,27.9,72.2,2.6,6.98,متوسط,77.4,False,True,True
INT399,فاصوليا خضراء سوتيه,خضروات,خضار,غداء، عشاء,قياسي,55,2.0,8.2,2.5,3.4,3.1,150,40,1.1,14.5,59.6,40.9,3.64,منخفض,43.5,False,True,False
INT127,فاصوليا خضراء مسلوقة,خضروات,خضار,غداء، عشاء,قياسي,31,1.8,7.0,0.1,3.4,3.3,6,37,1.0,23.2,90.3,2.9,5.81,منخفض,45.2,False,True,True
INT347,فاصوليا سوداء مطهوة,بقوليات,بروتين,غداء، عشاء,قياسي,132,8.9,23.7,0.5,8.7,0.3,1,27,2.1,27.0,71.8,3.4,6.74,متوسط,74.3,False,True,True
LBY030,فاصوليا ليبية بالكرشة,بقوليات,بروتين,غداء,وصفة تقديرية,185,14.2,16.8,8.4,5.2,1.5,480,45,4.2,30.7,36.3,40.9,7.68,متوسط,66.8,False,True,False
LBY014,فتات درناوي,أطباق تقليدية,نشويات,غداء,وصفة تقديرية,185,9.4,22.1,6.5,2.1,1.2,340,29,1.9,20.3,47.8,31.6,5.08,متوسط,57.0,False,True,False
LBY034,فتات مسلاتي,أطباق تقليدية,نشويات,غداء,وصفة تقديرية,190,8.8,24.5,7.2,2.4,1.4,320,26,1.7,18.5,51.6,34.1,4.63,متوسط,56.4,False,True,False
INT335,فتوش (خبز محمص بالفرن),سلطات,خضار,غداء، عشاء,وصفة تقديرية,75,2.0,12.0,2.5,2.2,3.1,150,30,1.1,10.7,64.0,30.0,2.67,منخفض,40.5,False,True,False
INT173,فجل أحمر طازج,خضروات,خضار,غداء، عشاء,قياسي,16,0.7,3.4,0.1,1.6,1.9,39,25,0.3,17.5,85.0,5.6,4.38,منخفض,36.5,False,True,True
INT306,فجل طازج,خضروات,خضار,سناك، غداء,قياسي,16,0.7,3.4,0.1,1.6,1.9,39,25,0.3,17.5,85.0,5.6,4.38,منخفض,36.5,False,True,True
INT394,فجل مطهو,خضروات,خضار,غداء، عشاء,قياسي,20,0.8,4.2,0.1,1.8,2.5,25,25,0.4,16.0,84.0,4.5,4.0,منخفض,36.8,False,True,True
INT036,فخذ خروف محمر,لحوم,بروتين,غداء,قياسي,191,26.5,0.0,8.8,0.0,0.0,64,15,2.0,55.5,0.0,41.5,13.87,متوسط,61.8,True,True,True
INT026,فخذ دجاج مشوي,دواجن,بروتين,غداء، عشاء,قياسي,179,24.8,0.0,8.2,0.0,0.0,82,12,1.2,55.4,0.0,41.2,13.85,متوسط,61.2,True,True,True
INT151,فراولة طازجة,فواكه,فواكه,سناك,قياسي,32,0.7,7.7,0.3,2.0,4.9,1,16,0.4,8.8,96.2,8.4,2.19,منخفض,33.2,False,True,True
INT278,فريك مطبوخ,حبوب,نشويات,غداء,قياسي,120,5.0,22.0,0.5,6.0,0.2,5,15,1.5,16.7,73.3,3.8,4.17,متوسط,65.6,False,True,True
INT380,فريك مطهو بالمرق,حبوب,نشويات,غداء,قياسي,115,5.5,21.0,1.2,6.5,0.2,150,18,1.6,19.1,73.0,9.4,4.78,متوسط,66.4,False,True,False
INT139,فستق حلبي نيء,مكسرات,دهون,سناك,قياسي,562,20.2,27.2,45.3,10.6,7.7,1,105,3.9,14.4,19.4,72.5,3.59,عالي جداً,65.5,True,False,True
INT256,فشار (بوشار) بالزيت,سناكس,نشويات,سناك,قياسي,450,9.0,55.0,25.0,10.0,0.5,600,10,2.5,8.0,48.9,50.0,2.0,عالي جداً,67.9,False,False,False
INT257,فشار (بوشار) بدون زيت,سناكس,نشويات,سناك,قياسي,387,12.0,77.0,5.0,14.5,0.8,5,12,3.2,12.4,79.6,11.6,3.1,مرتفع,76.8,False,False,True
INT432,فشار محضر بالبخار,سناكس,نشويات,سناك,قياسي,387,12.9,77.8,5.0,14.5,0.9,8,7,3.2,13.3,80.4,11.6,3.33,مرتفع,77.3,False,False,True
INT331,فطر عيش الغراب مشوي,خضروات,خضار,فطور، غداء، عشاء,قياسي,35,3.1,4.5,1.2,1.5,2.0,5,3,0.6,35.4,51.4,30.9,8.86,منخفض,44.8,False,True,True
INT208,فطيرة جبنة,معجنات,ألبان,فطور، عشاء,وصفة تقديرية,290,11.0,35.0,12.0,1.2,2.5,550,210,1.2,15.2,48.3,37.2,3.79,مرتفع,51.3,False,False,False
INT207,فطيرة سبانخ,معجنات,خضار,سناك، عشاء,وصفة تقديرية,240,6.5,32.0,10.5,3.5,1.8,480,85,2.8,10.8,53.3,39.4,2.71,متوسط,54.1,False,False,False
LBY054,فطيرة ليبية (مشلتت),معجنات,نشويات,فطور، عشاء,وصفة تقديرية,360,7.5,45.0,18.0,1.5,2.5,380,35,1.5,8.3,50.0,45.0,2.08,مرتفع,47.5,False,False,False
INT095,فلافل (طعمية),نباتي,بروتين,فطور، عشاء,قياسي,333,13.3,31.8,17.8,4.9,4.8,290,54,3.4,16.0,38.2,48.1,3.99,مرتفع,58.9,False,False,False
INT115,فلفل أخضر (حلو),خضروات,خضار,غداء، عشاء,قياسي,20,0.9,4.6,0.2,1.7,2.4,3,10,0.3,18.0,92.0,9.0,4.5,منخفض,37.1,False,True,True
INT269,فلفل أسود,مكونات,خضار,غداء,قياسي,251,10.4,64.0,3.3,25.3,0.6,20,443,28.9,16.6,100.0,11.8,4.14,مرتفع,81.8,False,False,True
INT330,فلفل ألوان مشوي,خضروات,خضار,غداء، عشاء,قياسي,45,1.2,9.5,1.5,2.1,5.0,2,12,0.5,10.7,84.4,30.0,2.67,منخفض,35.0,False,False,True
INT130,فلفل حار (فلفل برّي),خضروات,خضار,غداء، عشاء,قياسي,40,1.9,8.8,0.4,1.5,5.3,9,14,1.0,19.0,88.0,9.0,4.75,منخفض,37.3,False,False,True
INT401,فلفل حلو مشوي,خضروات,خضار,غداء، عشاء,قياسي,35,1.0,8.2,0.5,2.1,4.5,5,10,0.4,11.4,93.7,12.9,2.86,منخفض,35.6,False,True,True
LBY084,فول أخضر بالزيت والكمون,بقوليات,بروتين,فطور، سناك,وصفة تقديرية,115,8.2,14.5,4.2,7.2,1.8,150,38,1.6,28.5,50.4,32.9,7.13,متوسط,64.2,False,True,False
INT183,فول أخضر مسلوق,بقوليات,بروتين,فطور، سناك,قياسي,110,8.0,17.6,0.7,7.5,1.8,5,36,1.5,29.1,64.0,5.7,7.27,متوسط,67.0,False,True,True
INT141,فول سوداني محمص,مكسرات,دهون,سناك,قياسي,567,25.8,16.1,49.2,8.5,4.7,18,92,4.6,18.2,11.4,78.1,4.55,عالي جداً,68.8,True,True,True
INT349,فول سوداني مملح (محمص جاف),مكسرات,دهون,سناك,قياسي,585,24.0,21.0,49.5,8.0,4.0,410,60,2.2,16.4,14.4,76.2,4.1,عالي جداً,68.2,True,True,False
INT131,فول مدمس (بالزيت),بقوليات,بروتين,فطور، عشاء,قياسي,110,7.5,14.0,4.5,5.5,0.8,320,35,2.2,27.3,50.9,36.8,6.82,متوسط,63.6,False,True,False
INT048,قديد ليبي,لحوم,بروتين,فطور، سناك,قياسي,410,33.2,11.0,25.6,1.8,9.2,2010,22,5.4,32.4,10.7,56.2,8.1,مرتفع,58.0,True,False,False
LBY047,قرابيش (حلويات مقلية),حلويات,حلويات,حلوى,وصفة تقديرية,430,5.0,55.0,21.0,1.2,25.0,110,20,0.8,4.7,51.2,44.0,1.16,مرتفع,29.7,False,False,True
INT390,قرع أحمر مشوي,خضروات,خضار,غداء، عشاء,قياسي,45,1.2,10.5,0.5,1.5,4.5,5,25,0.8,10.7,93.3,10.0,2.67,منخفض,34.7,False,True,True
INT359,قرفة (مشروب ساخن),مشروبات,خضار,سناك,قياسي,2,0.1,0.5,0.0,0.0,0.0,1,5,0.1,20.0,100.0,0.0,5.0,منخفض,28.8,False,True,True
INT270,قرفة مطحونة,مكونات,خضار,حلوى، فطور,قياسي,247,4.0,80.0,1.2,53.0,2.2,10,1002,8.3,6.5,100.0,4.4,1.62,متوسط,76.2,False,False,True
INT301,قرنبيط مهروس (بديل بطاطا),خضروات,خضار,عشاء، غداء,قياسي,45,2.0,5.5,2.2,2.5,2.1,180,30,0.5,17.8,48.9,44.0,4.44,منخفض,43.2,False,True,False
INT411,قريشة (جبنة ليبية),ألبان,ألبان,فطور، عشاء,وصفة تقديرية,120,15.0,3.5,5.0,0.0,3.0,380,150,0.2,50.0,11.7,37.5,12.5,متوسط,48.2,True,True,False
INT188,قشطة (قيمر),ألبان,دهون,فطور,قياسي,345,2.1,3.0,37.0,0.0,3.0,40,80,0.1,2.4,3.5,96.5,0.61,مرتفع,24.2,False,True,True
INT215,قطايف بالقشطة,حلويات,حلويات,حلوى,وصفة تقديرية,290,5.5,42.0,11.5,1.3,28.0,140,85,0.9,7.6,57.9,35.7,1.9,مرتفع,31.8,False,False,False
LBY028,قلاية ليبية (لحم وكبدة),أطباق لحوم,بروتين,غداء,وصفة تقديرية,210,24.5,2.1,12.4,0.0,0.5,420,15,5.8,46.7,4.0,53.1,11.67,متوسط,57.8,True,True,False
INT198,قلب مشوي (بقري),لحوم,بروتين,غداء,قياسي,165,28.0,0.1,5.0,0.0,0.0,60,7,6.4,67.9,0.2,27.3,16.97,متوسط,63.6,True,True,True
INT274,قهوة تركية,مشروبات,حلويات,فطور، سناك,قياسي,2,0.1,0.4,0.0,0.0,0.0,2,4,0.1,20.0,80.0,0.0,5.0,منخفض,28.8,False,True,True
INT360,قهوة خضراء,مشروبات,خضار,سناك,قياسي,2,0.1,0.4,0.0,0.0,0.0,1,2,0.1,20.0,80.0,0.0,5.0,منخفض,28.8,False,True,True
INT241,قهوة سريعة التحضير,مشروبات,حلويات,فطور، سناك,قياسي,2,0.1,0.3,0.0,0.0,0.0,2,4,0.1,20.0,60.0,0.0,5.0,منخفض,28.8,False,True,True
LBY059,قهوة عربية (بالحبان),مشروبات,حلويات,فطور، سناك,وصفة تقديرية,2,0.1,0.4,0.0,0.0,0.0,2,4,0.1,20.0,80.0,0.0,5.0,منخفض,28.8,False,True,True
INT445,قهوة مثلجة (بدون سكر),مشروبات,خضار,سناك,قياسي,2,0.1,0.4,0.0,0.0,0.0,5,5,0.1,20.0,80.0,0.0,5.0,منخفض,28.8,False,True,True
INT275,كابتشينو (بدون سكر),مشروبات,ألبان,فطور، سناك,قياسي,55,3.0,4.5,3.0,0.0,4.5,40,110,0.1,21.8,32.7,49.1,5.45,منخفض,30.7,False,True,True
INT443,كابتشينو بحليب الصويا,مشروبات,ألبان,فطور، سناك,وصفة تقديرية,45,3.2,4.0,1.8,0.5,3.5,35,80,0.5,28.4,35.6,36.0,7.11,منخفض,37.2,False,True,True
INT237,كاتشب طماطم,صلصات,حلويات,غداء، عشاء,قياسي,101,1.0,26.0,0.1,0.3,23.0,907,15,0.4,4.0,100.0,0.9,0.99,متوسط,19.2,False,False,False
INT140,كاجو محمص,مكسرات,دهون,سناك,قياسي,574,15.3,32.7,46.4,3.0,5.9,12,37,6.0,10.7,22.8,72.8,2.67,عالي جداً,53.5,True,False,True
INT217,كاسترد,حلويات,حلويات,حلوى,قياسي,110,3.0,16.0,4.0,0.0,14.0,55,115,0.1,10.9,58.2,32.7,2.73,متوسط,24.2,False,False,True
INT425,كاكا (خرما),فواكه,فواكه,سناك,قياسي,70,0.6,18.6,0.2,3.6,12.5,1,8,0.2,3.4,100.0,2.6,0.86,منخفض,31.9,False,False,True
INT244,كاكاو بالحليب,مشروبات,ألبان,سناك، فطور,وصفة تقديرية,110,4.5,18.0,3.8,1.2,15.0,60,140,0.8,16.4,65.5,31.1,4.09,متوسط,35.2,False,False,True
INT343,كالاماري (حبار) مشوي,أسماك,بروتين,غداء، عشاء,قياسي,92,15.5,3.1,1.4,0.0,0.0,44,32,0.7,67.4,13.5,13.7,16.85,منخفض,59.1,True,True,True
INT031,كبدة دجاج مطهوة,دواجن,بروتين,غداء، عشاء,قياسي,167,24.5,0.9,6.5,0.0,0.0,80,12,11.6,58.7,2.2,35.0,14.67,متوسط,61.6,True,True,True
INT197,كبدة مشوية (خروف),لحوم,بروتين,غداء,قياسي,185,26.0,3.5,7.0,0.0,0.0,85,10,8.5,56.2,7.6,34.1,14.05,متوسط,62.1,True,True,True
INT154,كرز طازج,فواكه,فواكه,سناك,قياسي,63,1.1,16.0,0.2,2.1,12.8,0,13,0.4,7.0,100.0,2.9,1.75,منخفض,31.2,False,False,True
INT200,كرشة مسلوقة (بدون حشو),لحوم,بروتين,غداء,قياسي,85,12.1,0.0,3.7,0.0,0.0,65,70,0.6,56.9,0.0,39.2,14.24,منخفض,54.7,False,True,True
INT172,كرفس طازج,خضروات,خضار,سناك، غداء، عشاء,قياسي,16,0.7,3.0,0.2,1.6,1.8,80,40,0.2,17.5,75.0,11.2,4.38,منخفض,36.5,False,True,True
INT391,كرفس مطهو,خضروات,خضار,غداء، عشاء,قياسي,18,0.8,4.0,0.2,1.7,1.8,135,42,0.2,17.8,88.9,10.0,4.44,منخفض,37.6,False,True,True
INT388,كرنب (ملفوف) مطهو,خضروات,خضار,غداء، عشاء,قياسي,23,1.3,5.5,0.1,2.0,2.8,18,48,0.2,22.6,95.7,3.9,5.65,منخفض,39.9,False,True,True
INT171,كرنب أحمر طازج,خضروات,خضار,غداء، عشاء,قياسي,31,1.4,7.4,0.2,2.1,3.8,27,45,0.8,18.1,95.5,5.8,4.52,منخفض,39.1,False,True,True
INT170,كرنب مسلوق,خضروات,خضار,غداء، عشاء,قياسي,23,1.3,5.5,0.1,2.0,2.8,18,48,0.2,22.6,95.7,3.9,5.65,منخفض,39.9,False,True,True
INT201,كرواسون سادة,مخبوزات,نشويات,فطور، سناك,قياسي,406,8.2,45.8,21.0,2.6,11.3,467,37,2.0,8.1,45.1,46.6,2.02,مرتفع,44.0,False,False,False
INT144,كستناء مشوية,مكسرات,نشويات,سناك,قياسي,245,3.2,53.0,2.2,5.1,10.6,2,27,0.9,5.2,86.5,8.1,1.31,متوسط,44.7,False,False,True
LBY064,كسكسي القمح الكامل,أطباق حبوب,نشويات,غداء,وصفة تقديرية,145,5.8,28.0,0.8,5.5,0.5,5,15,1.2,16.0,77.2,5.0,4.0,متوسط,64.7,False,True,True
LBY016,كسكسي بالحوت,أطباق سمك,بروتين,غداء,وصفة تقديرية,162,11.2,21.4,3.9,2.8,1.5,310,34,1.4,27.7,52.8,21.7,6.91,متوسط,61.1,False,True,False
INT071,كسكسي سادة مطهو,حبوب,نشويات,غداء، عشاء,قياسي,112,3.8,23.2,0.2,1.4,0.1,5,8,0.4,13.6,82.9,1.6,3.39,متوسط,53.8,False,True,True
LBY003,كسكسي ليبي (باللحم),أطباق حبوب,نشويات,غداء,وصفة تقديرية,171,7.9,22.5,5.6,3.2,2.0,280,27,1.6,18.5,52.6,29.5,4.62,متوسط,56.4,False,True,False
INT290,كعك الأرز (Rice Cakes),سناكس,نشويات,سناك,قياسي,380,8.0,80.0,3.0,4.0,1.0,250,10,1.5,8.4,84.2,7.1,2.11,مرتفع,61.9,False,False,False
LBY046,كعك حلو (بالكمون),حلويات,حلويات,حلوى، سناك,وصفة تقديرية,410,7.2,62.5,14.2,1.8,18.4,120,25,1.9,7.0,61.0,31.2,1.76,مرتفع,38.4,False,False,True
LBY025,كعك حلو ليبي,حلويات,حلويات,حلوى، سناك,وصفة تقديرية,410,7.2,62.5,14.2,1.8,18.4,120,25,1.9,7.0,61.0,31.2,1.76,مرتفع,38.4,False,False,True
LBY045,كعك مالح (ليبي),مخبوزات,نشويات,سناك,وصفة تقديرية,380,8.5,52.4,15.8,2.1,1.5,420,30,2.2,8.9,55.2,37.4,2.24,مرتفع,53.2,False,False,False
LBY024,كعك مالح ليبي,مخبوزات,نشويات,سناك,وصفة تقديرية,380,8.5,52.4,15.8,2.1,1.5,420,30,2.2,8.9,55.2,37.4,2.24,مرتفع,53.2,False,False,False
LBY085,كفتة حوت مشوية,أسماك,بروتين,غداء، عشاء,وصفة تقديرية,145,22.0,2.5,5.5,0.2,0.5,310,45,1.2,60.7,6.9,34.1,15.17,متوسط,60.0,True,True,False
INT344,كفتة دجاج مشوية,دواجن,بروتين,غداء، عشاء,وصفة تقديرية,165,22.0,3.5,6.5,0.5,1.1,380,25,1.5,53.3,8.5,35.5,13.33,متوسط,59.8,True,True,False
INT268,كمون مطحون,مكونات,خضار,غداء,قياسي,375,17.8,44.2,22.3,10.5,2.2,168,931,66.4,19.0,47.1,53.5,4.75,مرتفع,71.6,True,False,False
LBY066,كمية (حمص مسلوق ومتبل),سناكس,بروتين,سناك,وصفة تقديرية,160,9.0,24.0,2.8,7.5,1.2,350,45,2.5,22.5,60.0,15.8,5.62,متوسط,67.8,False,True,False
INT214,كنافة بالجبنة,حلويات,حلويات,حلوى,وصفة تقديرية,360,8.5,45.0,17.0,1.1,30.0,220,180,0.8,9.4,50.0,42.5,2.36,مرتفع,34.2,False,False,False
INT397,كوسا بالفرن (بدون زيت),خضروات,خضار,غداء، عشاء,قياسي,25,1.2,4.5,0.5,1.2,2.5,10,20,0.4,19.2,72.0,18.0,4.8,منخفض,36.1,False,True,True
INT119,كوسا مسلوقة,خضروات,خضار,غداء، عشاء,قياسي,15,1.1,3.4,0.4,1.0,2.5,1,18,0.4,29.3,90.7,24.0,7.33,منخفض,34.8,False,True,True
INT178,كوسا مشوية,خضروات,خضار,غداء، عشاء,قياسي,35,1.2,4.5,1.5,1.2,2.2,150,21,0.5,13.7,51.4,38.6,3.43,منخفض,35.5,False,True,False
INT300,كوسا نودلز (Zoodles),خضروات,خضار,عشاء,قياسي,17,1.2,3.1,0.3,1.0,2.0,8,16,0.4,28.2,72.9,15.9,7.06,منخفض,36.5,False,True,True
INT213,كوكيز بالشوكولاتة,حلويات,حلويات,حلوى، سناك,قياسي,488,4.5,62.0,25.0,2.4,33.0,320,30,2.5,3.7,50.8,46.1,0.92,عالي جداً,30.8,False,False,False
INT211,كيك شوكولاتة,حلويات,حلويات,حلوى، سناك,قياسي,389,4.2,50.0,19.5,2.5,35.0,340,45,2.4,4.3,51.4,45.1,1.08,مرتفع,30.7,False,False,False
INT210,كيك فانيليا,حلويات,حلويات,حلوى، سناك,قياسي,370,4.5,52.0,16.5,0.8,30.0,310,50,1.1,4.9,56.2,40.1,1.22,مرتفع,26.3,False,False,False
INT363,كيكة الشوفان والموز,حلويات,نشويات,حلوى، سناك,وصفة تقديرية,185,5.5,32.0,6.5,4.5,12.0,120,40,1.2,11.9,69.2,31.6,2.97,متوسط,46.2,False,False,True
INT303,كيل (Kale),خضروات,خضار,غداء، سناك,قياسي,49,4.3,8.8,0.9,3.6,2.3,38,150,1.5,35.1,71.8,16.5,8.78,منخفض,53.5,False,True,True
INT279,كينوا حمراء مطهوة,حبوب,نشويات,غداء، عشاء، فطور,قياسي,120,4.4,21.3,1.9,2.8,0.9,7,17,1.5,14.7,71.0,14.2,3.67,متوسط,54.2,False,True,True
INT159,كيوي طازج,فواكه,فواكه,سناك,قياسي,61,1.1,14.7,0.5,3.0,9.0,3,34,0.3,7.2,96.4,7.4,1.8,منخفض,35.0,False,False,True
INT444,لاتيه بحليب اللوز,مشروبات,ألبان,فطور، سناك,وصفة تقديرية,35,1.5,3.0,2.1,0.4,2.5,45,120,0.3,17.1,34.3,54.0,4.29,منخفض,31.6,False,True,True
INT410,لبن خض (طبيعي),ألبان,ألبان,فطور، غداء، عشاء,وصفة تقديرية,40,3.3,4.8,0.9,0.0,4.8,105,110,0.1,33.0,48.0,20.2,8.25,منخفض,33.0,False,True,True
INT251,لبن عيران (شنينة),مشروبات,ألبان,غداء، فطور، عشاء,قياسي,40,3.0,4.0,1.5,0.0,4.0,150,110,0.1,30.0,40.0,33.8,7.5,منخفض,32.4,False,True,False
INT105,لبنة,ألبان,ألبان,فطور، عشاء,قياسي,160,9.0,4.0,12.0,0.0,4.0,350,150,0.2,22.5,10.0,67.5,5.62,متوسط,39.4,False,True,False
INT045,لحم إبل مطهو,لحوم,بروتين,غداء,قياسي,152,28.4,0.0,3.5,0.0,0.0,70,12,3.1,74.7,0.0,20.7,18.68,متوسط,64.5,True,True,True
INT299,لحم ديك رومي (تيركي),دواجن,بروتين,غداء، عشاء,قياسي,135,30.0,0.0,1.0,0.0,0.0,65,15,1.1,88.9,0.0,6.7,22.22,متوسط,67.1,True,True,True
INT041,لحم مفروم مطهو,لحوم,بروتين,غداء، عشاء,قياسي,217,26.3,0.0,11.8,0.0,0.0,72,12,2.7,48.5,0.0,48.9,12.12,متوسط,61.1,True,True,True
INT393,لفت مسلوق,خضروات,خضار,غداء، عشاء,قياسي,22,0.7,5.1,0.1,2.0,3.0,16,30,0.3,12.7,92.7,4.1,3.18,منخفض,36.0,False,True,True
INT348,لوبيا حمراء مطهوة,بقوليات,بروتين,غداء,قياسي,127,8.7,22.8,0.5,7.4,0.3,2,28,2.2,27.4,71.8,3.5,6.85,متوسط,72.7,False,True,True
INT135,لوبيا مطبوخة,بقوليات,بروتين,غداء,قياسي,114,7.8,20.8,0.5,6.5,2.2,4,43,2.5,27.4,73.0,3.9,6.84,متوسط,65.0,False,True,True
INT137,لوز محمص مملح,مكسرات,دهون,سناك,قياسي,598,21.0,21.5,52.5,11.0,4.2,450,275,3.8,14.0,14.4,79.0,3.51,عالي جداً,69.0,True,True,False
INT136,لوز نيء,مكسرات,دهون,سناك,قياسي,579,21.2,21.7,49.9,12.5,4.4,1,269,3.7,14.6,15.0,77.6,3.66,عالي جداً,70.2,True,True,True
INT164,ليمون طازج,فواكه,فواكه,سناك,قياسي,29,1.1,9.3,0.3,2.8,2.5,2,26,0.6,15.2,100.0,9.3,3.79,منخفض,41.2,False,True,True
INT356,ماء جوز الهند,مشروبات,فواكه,سناك,قياسي,19,0.7,3.7,0.2,1.1,2.6,105,24,0.3,14.7,77.9,9.5,3.68,منخفض,33.0,False,True,True
INT272,ماء شرب,مشروبات,خضار,فطور، غداء، عشاء، سناك,قياسي,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,0.0,0.0,0.0,0.0,منخفض,27.6,False,True,True
INT273,ماء فوار,مشروبات,خضار,سناك، غداء,قياسي,0,0.0,0.0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,0.0,0.0,منخفض,27.6,False,True,True
INT235,مارجرين (زبدة نباتية),زيوت,دهون,فطور، عشاء,قياسي,717,0.2,0.1,81.0,0.0,0.0,700,20,0.0,0.1,0.1,100.0,0.03,عالي جداً,19.3,False,True,False
INT152,مانجو طازجة,فواكه,فواكه,سناك,قياسي,60,0.8,15.0,0.4,1.6,13.7,1,11,0.2,5.3,100.0,6.0,1.33,منخفض,26.9,False,False,True
